startDate,endDate,value,unit,sourceName,creationDate,value_m
2024-07-14 06:13:14-06:00,2024-07-14 06:13:36 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:14:14 -0600,25.0
2024-07-14 06:13:36-06:00,2024-07-14 06:14:07 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:14:45 -0600,25.0
2024-07-14 06:14:11-06:00,2024-07-14 06:14:38 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:15:16 -0600,25.0
2024-07-14 06:14:42-06:00,2024-07-14 06:15:10 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:15:49 -0600,25.0
2024-07-14 06:15:14-06:00,2024-07-14 06:15:43 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:16:23 -0600,25.0
2024-07-14 06:15:46-06:00,2024-07-14 06:16:15 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:16:56 -0600,25.0
2024-07-14 06:16:21-06:00,2024-07-14 06:16:50 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:17:32 -0600,25.0
2024-07-14 06:16:53-06:00,2024-07-14 06:17:26 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:18:08 -0600,25.0
2024-07-14 06:17:31-06:00,2024-07-14 06:18:02 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:18:44 -0600,25.0
2024-07-14 06:18:05-06:00,2024-07-14 06:18:37 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:19:17 -0600,25.0
2024-07-14 06:18:43-06:00,2024-07-14 06:19:11 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:19:53 -0600,25.0
2024-07-14 06:19:17-06:00,2024-07-14 06:19:46 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:20:24 -0600,25.0
2024-07-14 06:19:51-06:00,2024-07-14 06:20:19 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:21:05 -0600,25.0
2024-07-14 06:20:22-06:00,2024-07-14 06:20:58 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:21:41 -0600,25.0
2024-07-14 06:21:04-06:00,2024-07-14 06:21:34 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:22:24 -0600,25.0
2024-07-14 06:21:41-06:00,2024-07-14 06:22:12 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:23:36 -0600,25.0
2024-07-14 06:22:58-06:00,2024-07-14 06:23:30 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:24:28 -0600,25.0
2024-07-14 06:23:32-06:00,2024-07-14 06:24:22 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:29:00 -0600,25.0
2024-07-14 06:28:29-06:00,2024-07-14 06:28:54 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:29:56 -0600,25.0
2024-07-14 06:29:30-06:00,2024-07-14 06:29:48 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:31:36 -0600,25.0
2024-07-14 06:31:09-06:00,2024-07-14 06:31:29 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:32:48 -0600,25.0
2024-07-14 06:32:19-06:00,2024-07-14 06:32:42 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:35:40 -0600,25.0
2024-07-14 06:35:12-06:00,2024-07-14 06:35:31 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:36:39 -0600,25.0
2024-07-14 06:36:04-06:00,2024-07-14 06:36:27 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:37:59 -0600,25.0
2024-07-14 06:37:24-06:00,2024-07-14 06:37:47 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:38:53 -0600,25.0
2024-07-14 06:38:28-06:00,2024-07-14 06:38:44 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:40:46 -0600,25.0
2024-07-14 06:40:15-06:00,2024-07-14 06:40:37 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:41:45 -0600,25.0
2024-07-14 06:41:13-06:00,2024-07-14 06:41:37 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:43:02 -0600,25.0
2024-07-14 06:42:28-06:00,2024-07-14 06:42:56 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:46:02 -0600,25.0
2024-07-14 06:45:34-06:00,2024-07-14 06:45:54 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:47:01 -0600,25.0
2024-07-14 06:46:35-06:00,2024-07-14 06:46:49 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:48:28 -0600,25.0
2024-07-14 06:47:27-06:00,2024-07-14 06:48:20 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:49:35 -0600,25.0
2024-07-14 06:49:05-06:00,2024-07-14 06:49:24 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:52:39 -0600,25.0
2024-07-14 06:51:51-06:00,2024-07-14 06:52:10 -0600,25,m,Luis’s Apple Watch,2024-07-14 06:57:09 -0600,25.0
2024-07-14 06:56:38-06:00,2024-07-14 06:57:03 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:00:34 -0600,25.0
2024-07-14 07:00:06-06:00,2024-07-14 07:00:19 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:02:12 -0600,25.0
2024-07-14 07:01:33-06:00,2024-07-14 07:01:51 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:03:44 -0600,25.0
2024-07-14 07:03:22-06:00,2024-07-14 07:03:37 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:06:08 -0600,25.0
2024-07-14 07:04:59-06:00,2024-07-14 07:05:14 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:06:39 -0600,25.0
2024-07-14 07:06:25-06:00,2024-07-14 07:07:01 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:07:35 -0600,25.0
2024-07-14 07:07:04-06:00,2024-07-14 07:07:28 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:08:06 -0600,25.0
2024-07-14 07:07:46-06:00,2024-07-14 07:07:57 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:09:44 -0600,25.0
2024-07-14 07:09:25-06:00,2024-07-14 07:09:39 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:10:22 -0600,25.0
2024-07-14 07:10:02-06:00,2024-07-14 07:10:15 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:11:26 -0600,25.0
2024-07-14 07:11:04-06:00,2024-07-14 07:11:17 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:12:31 -0600,25.0
2024-07-14 07:12:01-06:00,2024-07-14 07:12:24 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:13:09 -0600,25.0
2024-07-14 07:12:26-06:00,2024-07-14 07:13:03 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:13:50 -0600,25.0
2024-07-14 07:13:04-06:00,2024-07-14 07:13:42 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:14:26 -0600,25.0
2024-07-14 07:13:43-06:00,2024-07-14 07:14:18 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:15:00 -0600,25.0
2024-07-14 07:14:23-06:00,2024-07-14 07:14:53 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:15:43 -0600,25.0
2024-07-14 07:15:00-06:00,2024-07-14 07:15:35 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:16:11 -0600,25.0
2024-07-14 07:15:38-06:00,2024-07-14 07:16:06 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:16:50 -0600,25.0
2024-07-14 07:16:10-06:00,2024-07-14 07:16:43 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:17:54 -0600,25.0
2024-07-14 07:17:10-06:00,2024-07-14 07:17:48 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:19:21 -0600,25.0
2024-07-14 07:18:16-06:00,2024-07-14 07:19:15 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:20:00 -0600,25.0
2024-07-14 07:19:15-06:00,2024-07-14 07:19:53 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:20:41 -0600,25.0
2024-07-14 07:19:53-06:00,2024-07-14 07:20:36 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:21:25 -0600,25.0
2024-07-14 07:20:36-06:00,2024-07-14 07:21:18 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:21:58 -0600,25.0
2024-07-14 07:21:18-06:00,2024-07-14 07:21:51 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:22:39 -0600,25.0
2024-07-14 07:21:51-06:00,2024-07-14 07:22:33 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:23:23 -0600,25.0
2024-07-14 07:22:33-06:00,2024-07-14 07:23:16 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:24:24 -0600,25.0
2024-07-14 07:23:17-06:00,2024-07-14 07:24:19 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:29:45 -0600,25.0
2024-07-14 07:29:04-06:00,2024-07-14 07:29:39 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:30:26 -0600,25.0
2024-07-14 07:29:41-06:00,2024-07-14 07:30:17 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:31:20 -0600,25.0
2024-07-14 07:30:53-06:00,2024-07-14 07:31:10 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:37:23 -0600,25.0
2024-07-14 07:31:57-06:00,2024-07-14 07:34:33 -0600,25,m,Luis’s Apple Watch,2024-07-14 07:37:23 -0600,25.0
2024-07-15 06:12:14-06:00,2024-07-15 06:12:29 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:13:04 -0600,25.0
2024-07-15 06:12:36-06:00,2024-07-15 06:12:58 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:13:32 -0600,25.0
2024-07-15 06:13:05-06:00,2024-07-15 06:13:27 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:14:03 -0600,25.0
2024-07-15 06:13:32-06:00,2024-07-15 06:13:57 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:14:36 -0600,25.0
2024-07-15 06:14:03-06:00,2024-07-15 06:14:29 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:15:07 -0600,25.0
2024-07-15 06:14:36-06:00,2024-07-15 06:15:01 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:15:38 -0600,25.0
2024-07-15 06:15:03-06:00,2024-07-15 06:15:32 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:16:09 -0600,25.0
2024-07-15 06:15:36-06:00,2024-07-15 06:16:04 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:16:42 -0600,25.0
2024-07-15 06:16:09-06:00,2024-07-15 06:16:35 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:17:15 -0600,25.0
2024-07-15 06:16:39-06:00,2024-07-15 06:17:09 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:17:46 -0600,25.0
2024-07-15 06:17:14-06:00,2024-07-15 06:17:40 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:18:20 -0600,25.0
2024-07-15 06:17:47-06:00,2024-07-15 06:18:12 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:18:53 -0600,25.0
2024-07-15 06:18:18-06:00,2024-07-15 06:18:46 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:19:29 -0600,25.0
2024-07-15 06:18:50-06:00,2024-07-15 06:19:23 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:20:00 -0600,25.0
2024-07-15 06:19:26-06:00,2024-07-15 06:19:55 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:20:38 -0600,25.0
2024-07-15 06:19:58-06:00,2024-07-15 06:20:32 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:22:52 -0600,25.0
2024-07-15 06:22:17-06:00,2024-07-15 06:22:46 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:23:23 -0600,25.0
2024-07-15 06:22:46-06:00,2024-07-15 06:23:15 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:23:53 -0600,25.0
2024-07-15 06:23:15-06:00,2024-07-15 06:23:46 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:24:29 -0600,25.0
2024-07-15 06:23:46-06:00,2024-07-15 06:24:23 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:24:52 -0600,25.0
2024-07-15 06:24:26-06:00,2024-07-15 06:24:46 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:25:26 -0600,25.0
2024-07-15 06:24:47-06:00,2024-07-15 06:25:18 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:25:51 -0600,25.0
2024-07-15 06:25:23-06:00,2024-07-15 06:25:46 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:26:33 -0600,25.0
2024-07-15 06:26:01-06:00,2024-07-15 06:26:24 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:27:14 -0600,25.0
2024-07-15 06:26:27-06:00,2024-07-15 06:27:06 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:27:47 -0600,25.0
2024-07-15 06:27:06-06:00,2024-07-15 06:27:40 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:28:18 -0600,25.0
2024-07-15 06:27:40-06:00,2024-07-15 06:28:12 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:28:59 -0600,25.0
2024-07-15 06:28:12-06:00,2024-07-15 06:28:52 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:29:30 -0600,25.0
2024-07-15 06:28:52-06:00,2024-07-15 06:29:23 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:30:08 -0600,25.0
2024-07-15 06:29:23-06:00,2024-07-15 06:30:03 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:30:47 -0600,25.0
2024-07-15 06:30:03-06:00,2024-07-15 06:30:42 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:31:38 -0600,25.0
2024-07-15 06:30:42-06:00,2024-07-15 06:31:32 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:32:11 -0600,25.0
2024-07-15 06:31:42-06:00,2024-07-15 06:32:04 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:32:42 -0600,25.0
2024-07-15 06:32:05-06:00,2024-07-15 06:32:36 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:33:13 -0600,25.0
2024-07-15 06:32:37-06:00,2024-07-15 06:33:06 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:33:57 -0600,25.0
2024-07-15 06:33:08-06:00,2024-07-15 06:33:33 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:34:43 -0600,25.0
2024-07-15 06:34:09-06:00,2024-07-15 06:34:36 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:35:24 -0600,25.0
2024-07-15 06:34:36-06:00,2024-07-15 06:35:17 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:36:05 -0600,25.0
2024-07-15 06:35:17-06:00,2024-07-15 06:35:58 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:36:46 -0600,25.0
2024-07-15 06:35:58-06:00,2024-07-15 06:36:39 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:38:29 -0600,25.0
2024-07-15 06:38:02-06:00,2024-07-15 06:38:21 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:39:23 -0600,25.0
2024-07-15 06:38:25-06:00,2024-07-15 06:39:01 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:39:48 -0600,25.0
2024-07-15 06:39:18-06:00,2024-07-15 06:39:40 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:40:53 -0600,25.0
2024-07-15 06:40:01-06:00,2024-07-15 06:40:37 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:42:10 -0600,25.0
2024-07-15 06:41:45-06:00,2024-07-15 06:42:01 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:43:06 -0600,25.0
2024-07-15 06:42:12-06:00,2024-07-15 06:42:41 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:43:34 -0600,25.0
2024-07-15 06:43:13-06:00,2024-07-15 06:43:29 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:44:18 -0600,25.0
2024-07-15 06:43:35-06:00,2024-07-15 06:44:10 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:46:26 -0600,25.0
2024-07-15 06:45:56-06:00,2024-07-15 06:46:17 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:47:20 -0600,25.0
2024-07-15 06:46:47-06:00,2024-07-15 06:47:09 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:48:19 -0600,25.0
2024-07-15 06:47:49-06:00,2024-07-15 06:48:09 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:49:16 -0600,25.0
2024-07-15 06:48:37-06:00,2024-07-15 06:49:04 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:50:51 -0600,25.0
2024-07-15 06:50:18-06:00,2024-07-15 06:50:41 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:51:47 -0600,25.0
2024-07-15 06:51:08-06:00,2024-07-15 06:51:35 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:55:05 -0600,25.0
2024-07-15 06:54:33-06:00,2024-07-15 06:55:00 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:55:59 -0600,25.0
2024-07-15 06:55:22-06:00,2024-07-15 06:55:48 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:56:55 -0600,25.0
2024-07-15 06:56:21-06:00,2024-07-15 06:56:46 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:58:30 -0600,25.0
2024-07-15 06:57:43-06:00,2024-07-15 06:58:09 -0600,25,m,Luis’s Apple Watch,2024-07-15 06:59:16 -0600,25.0
2024-07-15 06:58:50-06:00,2024-07-15 06:59:09 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:00:15 -0600,25.0
2024-07-15 06:59:38-06:00,2024-07-15 07:00:05 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:01:17 -0600,25.0
2024-07-15 07:00:45-06:00,2024-07-15 07:01:12 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:01:53 -0600,25.0
2024-07-15 07:01:19-06:00,2024-07-15 07:01:46 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:02:26 -0600,25.0
2024-07-15 07:01:53-06:00,2024-07-15 07:02:20 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:03:05 -0600,25.0
2024-07-15 07:02:24-06:00,2024-07-15 07:02:58 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:03:43 -0600,25.0
2024-07-15 07:03:07-06:00,2024-07-15 07:03:37 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:04:17 -0600,25.0
2024-07-15 07:03:43-06:00,2024-07-15 07:04:11 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:04:50 -0600,25.0
2024-07-15 07:04:15-06:00,2024-07-15 07:04:43 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:05:29 -0600,25.0
2024-07-15 07:04:50-06:00,2024-07-15 07:05:19 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:06:33 -0600,25.0
2024-07-15 07:06:00-06:00,2024-07-15 07:06:27 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:07:06 -0600,25.0
2024-07-15 07:06:29-06:00,2024-07-15 07:07:00 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:07:40 -0600,25.0
2024-07-15 07:07:05-06:00,2024-07-15 07:07:33 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:08:18 -0600,25.0
2024-07-15 07:07:34-06:00,2024-07-15 07:08:12 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:09:02 -0600,25.0
2024-07-15 07:08:29-06:00,2024-07-15 07:08:57 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:09:35 -0600,25.0
2024-07-15 07:09:03-06:00,2024-07-15 07:09:30 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:10:11 -0600,25.0
2024-07-15 07:09:32-06:00,2024-07-15 07:10:04 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:10:44 -0600,25.0
2024-07-15 07:10:05-06:00,2024-07-15 07:10:38 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:11:18 -0600,25.0
2024-07-15 07:10:38-06:00,2024-07-15 07:11:10 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:11:49 -0600,25.0
2024-07-15 07:11:13-06:00,2024-07-15 07:11:43 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:12:22 -0600,25.0
2024-07-15 07:11:46-06:00,2024-07-15 07:12:16 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:13:00 -0600,25.0
2024-07-15 07:12:22-06:00,2024-07-15 07:12:55 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:19:13 -0600,25.0
2024-07-15 07:12:55-06:00,2024-07-15 07:13:05 -0600,25,m,Luis’s Apple Watch,2024-07-15 07:19:13 -0600,25.0
2024-07-16 06:03:01-06:00,2024-07-16 06:03:17 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:03:52 -0600,25.0
2024-07-16 06:03:23-06:00,2024-07-16 06:03:47 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:04:23 -0600,25.0
2024-07-16 06:03:52-06:00,2024-07-16 06:04:17 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:04:56 -0600,25.0
2024-07-16 06:04:20-06:00,2024-07-16 06:04:50 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:05:27 -0600,25.0
2024-07-16 06:04:55-06:00,2024-07-16 06:05:21 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:06:00 -0600,25.0
2024-07-16 06:05:25-06:00,2024-07-16 06:05:54 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:06:34 -0600,25.0
2024-07-16 06:05:59-06:00,2024-07-16 06:06:27 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:07:05 -0600,25.0
2024-07-16 06:06:30-06:00,2024-07-16 06:06:59 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:07:38 -0600,25.0
2024-07-16 06:07:03-06:00,2024-07-16 06:07:33 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:08:11 -0600,25.0
2024-07-16 06:07:37-06:00,2024-07-16 06:08:06 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:08:45 -0600,25.0
2024-07-16 06:08:09-06:00,2024-07-16 06:08:38 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:09:18 -0600,25.0
2024-07-16 06:08:43-06:00,2024-07-16 06:09:11 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:09:51 -0600,25.0
2024-07-16 06:09:18-06:00,2024-07-16 06:09:44 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:10:22 -0600,25.0
2024-07-16 06:09:52-06:00,2024-07-16 06:10:17 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:10:56 -0600,25.0
2024-07-16 06:10:23-06:00,2024-07-16 06:10:48 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:11:32 -0600,25.0
2024-07-16 06:10:56-06:00,2024-07-16 06:11:23 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:13:50 -0600,25.0
2024-07-16 06:12:50-06:00,2024-07-16 06:13:45 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:14:26 -0600,25.0
2024-07-16 06:13:45-06:00,2024-07-16 06:14:20 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:14:59 -0600,25.0
2024-07-16 06:14:20-06:00,2024-07-16 06:14:53 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:15:41 -0600,25.0
2024-07-16 06:14:53-06:00,2024-07-16 06:15:34 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:16:06 -0600,25.0
2024-07-16 06:15:37-06:00,2024-07-16 06:16:01 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:16:37 -0600,25.0
2024-07-16 06:16:09-06:00,2024-07-16 06:16:30 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:17:08 -0600,25.0
2024-07-16 06:16:38-06:00,2024-07-16 06:17:01 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:17:46 -0600,25.0
2024-07-16 06:17:07-06:00,2024-07-16 06:17:38 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:18:30 -0600,25.0
2024-07-16 06:17:52-06:00,2024-07-16 06:18:24 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:19:03 -0600,25.0
2024-07-16 06:18:24-06:00,2024-07-16 06:18:58 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:19:39 -0600,25.0
2024-07-16 06:18:58-06:00,2024-07-16 06:19:33 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:20:20 -0600,25.0
2024-07-16 06:19:33-06:00,2024-07-16 06:20:13 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:21:01 -0600,25.0
2024-07-16 06:20:19-06:00,2024-07-16 06:20:55 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:21:45 -0600,25.0
2024-07-16 06:20:55-06:00,2024-07-16 06:21:39 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:22:26 -0600,25.0
2024-07-16 06:21:39-06:00,2024-07-16 06:22:20 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:23:10 -0600,25.0
2024-07-16 06:22:20-06:00,2024-07-16 06:23:05 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:23:56 -0600,25.0
2024-07-16 06:23:24-06:00,2024-07-16 06:23:49 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:24:24 -0600,25.0
2024-07-16 06:23:50-06:00,2024-07-16 06:24:17 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:24:52 -0600,25.0
2024-07-16 06:24:17-06:00,2024-07-16 06:24:46 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:25:28 -0600,25.0
2024-07-16 06:24:50-06:00,2024-07-16 06:25:18 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:25:59 -0600,25.0
2024-07-16 06:25:21-06:00,2024-07-16 06:25:54 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:26:38 -0600,25.0
2024-07-16 06:25:54-06:00,2024-07-16 06:26:32 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:27:21 -0600,25.0
2024-07-16 06:26:32-06:00,2024-07-16 06:27:15 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:28:00 -0600,25.0
2024-07-16 06:27:15-06:00,2024-07-16 06:27:55 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:30:11 -0600,25.0
2024-07-16 06:29:45-06:00,2024-07-16 06:30:00 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:30:52 -0600,25.0
2024-07-16 06:30:08-06:00,2024-07-16 06:30:44 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:31:30 -0600,25.0
2024-07-16 06:30:58-06:00,2024-07-16 06:31:23 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:32:11 -0600,25.0
2024-07-16 06:31:30-06:00,2024-07-16 06:32:04 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:33:03 -0600,25.0
2024-07-16 06:32:32-06:00,2024-07-16 06:32:54 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:33:49 -0600,25.0
2024-07-16 06:33:03-06:00,2024-07-16 06:33:31 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:34:17 -0600,25.0
2024-07-16 06:33:52-06:00,2024-07-16 06:34:05 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:35:14 -0600,25.0
2024-07-16 06:34:28-06:00,2024-07-16 06:34:59 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:36:36 -0600,25.0
2024-07-16 06:35:55-06:00,2024-07-16 06:36:31 -0600,25,m,Luis’s Apple Watch,2024-07-16 06:37:17 -0600,25.0
